# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Tue Jun  7 11:44:30 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
4850576;O;-7896;-1364;1846;78;-52;21
4858824;J;-8228;-1132;-1424;63;8;-17
4858824;K;-8310;320;-1438;-19;10;43
4858824;L;-8188;238;1562;65;-52;25
4858824;M;-8238;40;-678;230;-65;10
4858824;N;-8082;1854;-780;51;3;-70
4858824;O;-7890;-1254;1792;76;-50;19
4867236;J;-8294;-1170;-1538;87;11;-11
4867236;K;-8372;288;-1356;-19;8;37
4867236;L;-8212;254;1550;66;-54;37
4867236;M;-8242;58;-718;215;-61;7
4867236;N;-8058;1844;-734;47;0;-73
4867236;O;-7840;-1306;1804;77;-55;20
4875484;J;-8278;-1128;-1498;89;-1;0
4875484;K;-8366;326;-1436;-24;11;33
4875484;L;-8114;234;1656;56;-61;41
4875484;M;-8280;62;-720;202;-61;10
4875484;N;-8030;1840;-832;43;-1;-74
4875484;O;-7902;-1276;1774;72;-53;22
4883644;J;-8202;-1110;-1474;144;-4;6
4883644;K;-8344;282;-1502;-30;7;26
4883644;L;-8096;224;1568;65;-59;33
4883644;M;-8192;44;-728;195;-58;7
4883644;N;-8076;1838;-758;40;4;-74
4883644;O;-7940;-1310;1826;72;-56;22
4891804;J;-8210;-1182;-1438;137;-8;7
4891804;K;-8348;264;-1490;-32;7;34
4891804;L;-8120;234;1520;69;-62;36
4891804;M;-8196;96;-692;185;-54;7
4891804;N;-8094;1826;-828;45;-1;-68
4891804;O;-7928;-1298;1830;72;-53;32
4900048;J;-8248;-1142;-1378;114;-11;18
4900048;K;-8386;312;-1480;-30;8;31
4900048;L;-8150;272;1618;77;-62;30
4900048;M;-8210;66;-712;179;-48;12
4900048;N;-8098;1822;-790;42;5;-74
4900048;O;-7898;-1284;1870;75;-53;36
4908292;J;-8268;-1080;-1454;93;4;6
4908292;K;-8348;272;-1554;-23;2;27
4908292;L;-8142;312;1600;77;-59;44
4908292;M;-8192;32;-724;181;-47;9
4908292;N;-8128;1766;-798;43;2;-75
4908292;O;-7918;-1240;1872;75;-47;45
4916452;J;-8194;-1174;-1464;57;0;-2
4916452;K;-8352;262;-1434;-22;-3;26
4916452;L;-8174;260;1706;76;-57;47
4916452;M;-8272;48;-684;179;-52;10
4916452;N;-8086;1868;-760;47;3;-76
4916452;O;-7890;-1270;1840;79;-43;47
4924612;J;-8266;-1114;-1348;46;1;-6
4924612;K;-8362;252;-1502;-21;2;29
4924612;L;-8148;294;1610;70;-57;64
4924612;M;-8202;70;-688;183;-42;16
4924612;N;-8090;1868;-740;45;-1;-69
4924612;O;-7870;-1324;1760;74;-42;44
4932856;J;-8160;-1098;-1454;41;1;3
4932856;K;-8378;304;-1478;-20;-12;27
4932856;L;-8166;270;1670;51;-54;64
4932856;M;-8286;78;-728;187;-56;9
4932856;N;-8080;1846;-800;49;5;-74
4932856;O;-7852;-1258;1806;75;-35;56
4941016;J;-8260;-1244;-1368;22;6;-5
4941016;K;-8356;296;-1378;-23;-11;27
4941016;L;-8152;328;1614;31;-53;63
4941016;M;-8276;38;-684;199;-51;10
4941016;N;-8110;1828;-780;50;1;-76
4941016;O;-7810;-1274;1764;78;-28;57
4949176;J;-8212;-1140;-1402;11;4;7
4949176;K;-8380;298;-1430;-32;-12;18
4949176;L;-8078;348;1684;24;-49;51
4949176;M;-8296;26;-750;209;-55;5
4949176;N;-8040;1854;-818;62;8;-76
4949176;O;-7840;-1266;1882;94;-18;57
4957336;J;-8228;-1150;-1458;40;4;5
4957336;K;-8358;282;-1410;-33;-13;20
4957336;L;-8136;362;1626;33;-52;55
4957336;M;-8288;88;-692;217;-60;4
4957336;N;-8056;1834;-820;57;13;-77
4957336;O;-7814;-1296;1832;103;-13;70
4965584;J;-8264;-1126;-1476;64;3;12
4965584;K;-8352;296;-1424;-39;-13;12
4965584;L;-8112;320;1608;52;-63;34
4965584;M;-8250;44;-686;221;-65;4
4965584;N;-8018;1826;-780;53;15;-77
4965584;O;-7902;-1312;1884;120;-2;64
4973744;J;-8240;-1142;-1428;65;14;15
4973744;K;-8344;342;-1404;-45;-16;12
4973744;L;-8108;296;1552;73;-68;46
4973744;M;-8212;44;-740;214;-61;9
4973744;N;-8090;1818;-790;55;14;-74
4973744;O;-7820;-1262;1804;132;1;79
4981904;J;-8260;-1114;-1368;65;8;3
4981904;K;-8450;248;-1466;-43;-15;12
4981904;L;-8128;266;1528;78;-64;44
4981904;M;-8182;84;-720;205;-63;10
4981904;N;-8050;1828;-834;57;13;-72
4981904;O;-7902;-1292;1780;134;7;85
4990064;J;-8228;-1112;-1490;63;3;-10
