# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:; Tue Jun  7 11:13:36 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
5038512;O;-7432;-3094;1752;27;3;53
5046672;J;-8274;-386;-1674;8;12;-24
5046672;K;-8414;-470;-478;-5;18;49
5046672;L;-7774;2570;-842;62;-69;69
5046672;M;-8236;-872;-328;228;-50;24
5046672;N;-8306;-376;912;67;23;-51
5046672;O;-7380;-3148;1730;25;-1;61
5054832;J;-8186;-400;-1708;9;10;-22
5054832;K;-8456;-476;-560;-6;22;45
5054832;L;-7776;2592;-806;63;-72;73
5054832;M;-8260;-892;-322;222;-53;29
5054832;N;-8314;-364;808;65;14;-44
5054832;O;-7434;-3118;1712;29;-5;61
5062992;J;-8284;-404;-1678;8;8;-22
5062992;K;-8414;-488;-460;-10;21;48
5062992;L;-7754;2598;-730;62;-75;72
5062992;M;-8252;-838;-280;222;-49;23
5062992;N;-8342;-336;914;71;18;-44
5062992;O;-7388;-3134;1784;27;-4;65
5071152;J;-8244;-388;-1652;11;17;-22
5071152;K;-8460;-476;-574;-10;24;48
5071152;L;-7760;2624;-804;64;-72;67
5071152;M;-8302;-872;-258;221;-56;17
5071152;N;-8306;-386;902;68;16;-49
5071152;O;-7406;-3108;1752;36;-3;63
5079484;J;-8308;-338;-1634;13;18;-17
5079484;K;-8414;-556;-500;-9;26;49
5079484;L;-7838;2644;-878;63;-69;71
5079484;M;-8282;-858;-272;220;-52;15
5079484;N;-8336;-394;870;68;18;-46
5079484;O;-7422;-3116;1714;23;-6;64
5087728;J;-8244;-374;-1604;11;9;-13
5087728;K;-8434;-558;-516;-15;33;42
5087728;L;-7814;2578;-828;61;-76;70
5087728;M;-8348;-836;-280;219;-52;27
5087728;N;-8266;-398;834;66;26;-48
5087728;O;-7402;-3158;1844;27;-13;66
5095888;J;-8252;-370;-1652;12;16;-17
5095888;K;-8410;-480;-506;-6;29;46
5095888;L;-7790;2618;-872;69;-69;69
5095888;M;-8284;-906;-304;215;-54;26
5095888;N;-8330;-354;892;74;22;-40
5095888;O;-7438;-3152;1722;33;-9;71
5104048;J;-8244;-450;-1642;20;16;-16
5104048;K;-8396;-484;-496;-9;30;40
5104048;L;-7788;2556;-892;68;-67;67
5104048;M;-8300;-900;-288;218;-48;24
5104048;N;-8320;-396;814;71;19;-46
5104048;O;-7364;-3106;1768;29;-10;64
5112208;J;-8268;-344;-1702;13;18;-19
5112208;K;-8466;-516;-436;-14;20;43
5112208;L;-7780;2578;-790;67;-69;71
5112208;M;-8326;-890;-310;218;-49;27
5112208;N;-8310;-352;786;63;24;-43
5112208;O;-7410;-3116;1798;29;-12;69
5120368;J;-8222;-354;-1632;11;17;-22
5120368;K;-8402;-490;-548;-14;23;46
5120368;L;-7778;2636;-874;65;-67;70
5120368;M;-8296;-822;-314;212;-53;24
5120368;N;-8334;-366;792;69;23;-45
5120368;O;-7440;-3134;1762;34;-13;68
5128528;J;-8332;-434;-1658;8;18;-16
5128528;K;-8472;-484;-466;-4;18;41
5128528;L;-7792;2590;-852;68;-63;69
5128528;M;-8290;-846;-296;218;-51;24
5128528;N;-8304;-386;856;63;20;-44
5128528;O;-7470;-3146;1714;32;-10;63
5136688;J;-8264;-362;-1662;16;9;-19
5136688;K;-8460;-500;-526;-8;17;43
5136688;L;-7788;2550;-826;66;-68;66
5136688;M;-8306;-858;-254;221;-49;22
5136688;N;-8324;-354;862;62;30;-44
5136688;O;-7414;-3162;1740;36;-6;60
5144848;J;-8274;-422;-1702;17;15;-13
5144848;K;-8458;-476;-512;-11;17;40
5144848;L;-7784;2560;-856;62;-64;63
5144848;M;-8322;-858;-274;224;-52;21
5144848;N;-8348;-344;918;71;23;-46
